"Customer.ID","Gender","Age","Married","Number.of.Dependents","City","Zip.Code","Number.of.Referrals","Tenure.in.Months","Offer","Phone.Service","Avg.Monthly.Long.Distance.Charges","Multiple.Lines","Internet.Service","Internet.Type","Avg.Monthly.GB.Download","Online.Security","Online.Backup","Device.Protection.Plan","Premium.Tech.Support","Streaming.TV","Streaming.Movies","Streaming.Music","Unlimited.Data","Contract","Paperless.Billing","Payment.Method","Monthly.Charge","Total.Charges","Total.Refunds","Total.Extra.Data.Charges","Total.Long.Distance.Charges","Total.Revenue","Customer.Status","Churn.Category","Churn.Reason","Tenure_Category","Age_Category","Service_Category"
"9305-CDSKC","Female",31,"No",2,"Los Angeles",90006,0,8,"None","Yes",12.15,"Yes","Yes","Cable",26,"No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",99.65,820.5,0,0,97.2,917.7,"Churned","Other","Moved","Junior","Adulto","All Included"
"9306-CPCBC","Female",44,"No",0,"Moreno Valley",92555,0,3,"None","Yes",35.54,"Yes","Yes","Fiber Optic",27,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.25,210.3,0,0,106.62,316.92,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Services with Improvements"
"9308-ANMVE","Male",52,"No",2,"Los Olivos",93441,0,47,"Offer B","Yes",25.25,"No","Yes","Cable",17,"Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",55.3,2654.05,0,0,1186.75,3840.8,"Stayed","","","Junior","Adulto","Minimum Services"
"9309-BZGNT","Male",69,"Yes",0,"Pine Valley",91962,7,69,"None","No",NA,"","Yes","DSL",13,"No","No","Yes","No","No","No","No","Yes","One Year","Yes","Credit Card",29.8,2134.3,0,0,0,2134.3,"Stayed","","","Junior","Anciano","Minimum Services"
"9314-IJWSQ","Female",46,"Yes",3,"Meridian",95957,1,14,"Offer D","Yes",26.58,"Yes","Yes","Fiber Optic",53,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",84.8,1203.9,0,0,372.12,1576.02,"Stayed","","","Junior","Adulto","Enhanced Services"
"9314-QDMDW","Male",29,"No",0,"Los Alamos",93440,0,11,"Offer D","Yes",27.84,"No","Yes","Cable",59,"No","Yes","No","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",61.25,729.95,0,0,306.24,1036.19,"Stayed","","","Junior","Joven","Services with Improvements"
"9317-WZPGV","Female",74,"No",0,"Paskenta",96074,0,2,"Offer E","Yes",39.63,"No","Yes","Fiber Optic",23,"No","No","No","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal",79.75,159.4,0,10,79.26,248.66,"Churned","Price","Extra data charges","Junior","Anciano","Enhanced Services"
"9323-HGFWY","Female",55,"Yes",0,"Porter Ranch",91326,0,27,"Offer C","Yes",20.02,"No","Yes","Fiber Optic",27,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",101.9,2681.15,0,0,540.54,3221.69,"Stayed","","","Junior","Adulto","All Included"
"9327-QSDED","Male",44,"No",0,"Quincy",95971,0,8,"None","Yes",7.02,"No","Yes","DSL",23,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",43.55,335.4,0,10,56.16,401.56,"Stayed","","","Junior","Adulto","Minimum Services"
"9330-DHBFL","Female",29,"Yes",0,"San Jose",95130,4,23,"None","Yes",11.4,"No","Yes","DSL",58,"Yes","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card",66.25,1533.8,23.92,0,262.2,1772.08,"Stayed","","","Junior","Joven","Services with Improvements"
"9330-IJWIO","Female",54,"No",0,"Kirkwood",95646,0,13,"Offer D","Yes",6.78,"Yes","Yes","Fiber Optic",26,"Yes","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",100.35,1358.85,34.09,0,88.14,1412.9,"Churned","Price","Price too high","Junior","Adulto","All Included"
"9330-VOFSZ","Female",34,"Yes",0,"Princeton",95970,1,60,"Offer B","Yes",30.23,"Yes","Yes","Fiber Optic",14,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",110.8,6640.7,9.79,0,1813.8,8444.71,"Stayed","","","Junior","Adulto","All Included"
"9332-GYWLO","Female",23,"Yes",2,"Fall River Mills",96028,3,6,"None","Yes",30.17,"No","Yes","DSL",48,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",54.85,355.1,39.15,0,181.02,496.97,"Stayed","","","Junior","Joven","Minimum Services"
"9334-GWGOW","Male",68,"Yes",0,"Mc Kittrick",93251,2,7,"None","Yes",6.81,"Yes","Yes","Fiber Optic",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",-4,485.25,0,0,47.67,532.92,"Stayed","","","Junior","Anciano",NA
"9339-FIIJL","Male",57,"Yes",0,"Avenal",93204,2,72,"Offer A","Yes",10.97,"Yes","Yes","DSL",30,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",85.95,6151.9,0,0,789.84,6941.74,"Stayed","","","Junior","Adulto","Enhanced Services"
"9342-VNIMQ","Male",62,"No",0,"La Honda",94020,0,33,"Offer C","Yes",5.91,"Yes","Yes","DSL",5,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",54.65,1665.2,0,0,195.03,1860.23,"Stayed","","","Junior","Anciano","Minimum Services"
"9348-ROUAI","Female",50,"Yes",2,"Honeydew",95545,5,59,"Offer B","Yes",47.05,"Yes","Yes","Cable",24,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",90.3,5194.05,0,0,2775.95,7970,"Stayed","","","Junior","Adulto","Enhanced Services"
"9348-YVOMK","Male",28,"No",0,"Anaheim",92802,0,4,"Offer E","Yes",43.77,"No","Yes","DSL",41,"No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Credit Card",44.8,176.2,0,0,175.08,351.28,"Stayed","","","Junior","Joven","Minimum Services"
"9350-VLHMB","Male",38,"Yes",3,"Volcano",95689,4,67,"Offer A","Yes",6.15,"Yes","Yes","Fiber Optic",53,"No","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",89.55,6373.1,0,0,412.05,6785.15,"Stayed","","","Junior","Adulto","Enhanced Services"
"9351-HXDMR","Male",37,"Yes",0,"Lytle Creek",92358,6,72,"Offer A","Yes",46.16,"Yes","Yes","Fiber Optic",14,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",110.9,8240.85,0,0,3323.52,11564.37,"Stayed","","","Junior","Adulto","All Included"
"9351-LZYGF","Female",56,"Yes",0,"Bodega",94922,4,42,"None","Yes",36.35,"Yes","Yes","DSL",30,"Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",66.4,2727.8,0,0,1526.7,4254.5,"Stayed","","","Junior","Adulto","Services with Improvements"
"9355-NPPFS","Female",70,"No",0,"Fremont",94538,0,26,"None","Yes",19.21,"No","Yes","Fiber Optic",15,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",78.8,2006.1,0,0,499.46,2505.56,"Stayed","","","Junior","Anciano","Enhanced Services"
"9356-AXGMP","Male",59,"Yes",0,"Somerset",95684,9,38,"Offer C","Yes",42.08,"Yes","Yes","Fiber Optic",15,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",110.7,4428.6,0,0,1599.04,6027.64,"Stayed","","","Junior","Adulto","All Included"
"9357-UJRUN","Male",50,"Yes",0,"Carlotta",95528,5,24,"None","Yes",34.01,"Yes","Yes","Cable",4,"Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal",58.35,1346.9,0,0,816.24,2163.14,"Stayed","","","Junior","Adulto","Services with Improvements"
"9359-JANWS","Female",22,"Yes",0,"North Hills",91343,5,65,"None","Yes",34.31,"No","Yes","DSL",71,"Yes","No","Yes","Yes","No","No","No","Yes","Two Year","No","Credit Card",58.9,3857.1,0,0,2230.15,6087.25,"Stayed","","","Junior","Joven","Services with Improvements"
"9359-UGBTK","Female",63,"No",0,"Lockeford",95237,0,67,"None","Yes",5.39,"No","Yes","Cable",9,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",72.35,4991.5,0,0,361.13,5352.63,"Stayed","","","Junior","Anciano","Services with Improvements"
"9360-AHGNL","Female",74,"Yes",0,"Concord",94519,7,43,"Offer B","Yes",8.75,"Yes","Yes","Fiber Optic",13,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Credit Card",109.55,4830.25,0,0,376.25,5206.5,"Churned","Dissatisfaction","Limited range of services","Junior","Anciano","All Included"
"9360-OMDZZ","Male",60,"No",0,"Herald",95638,0,24,"Offer C","Yes",30.42,"Yes","Yes","Fiber Optic",14,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",94.1,2322.85,0,110,730.08,3162.93,"Stayed","","","Junior","Adulto","Enhanced Services"
"9362-MWODR","Female",63,"No",1,"San Mateo",94404,0,40,"None","Yes",20.13,"No","Yes","DSL",10,"Yes","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",64.1,2460.35,0,0,805.2,3265.55,"Stayed","","","Junior","Anciano","Services with Improvements"
"9365-SRSZE","Male",71,"Yes",0,"Los Angeles",90036,0,27,"Offer C","Yes",30.49,"No","Yes","Fiber Optic",16,"No","No","No","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal",70.55,1943.9,29.99,0,823.23,2737.14,"Stayed","","","Junior","Anciano","Services with Improvements"
"9367-WXLCH","Male",51,"No",2,"Glendale",91204,0,8,"Offer E","Yes",25.73,"Yes","Yes","Fiber Optic",19,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",84.5,662.65,33.21,0,205.84,835.28,"Churned","Price","Extra data charges","Junior","Adulto","Enhanced Services"
"9369-XFEHK","Female",76,"Yes",0,"Pleasanton",94566,1,33,"None","Yes",33.19,"Yes","Yes","Cable",15,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80.6,2656.5,0,0,1095.27,3751.77,"Churned","Competitor","Competitor offered more data","Junior","Anciano","Enhanced Services"
"9372-TXXPS","Female",49,"Yes",0,"Burson",95225,7,60,"Offer B","Yes",41.4,"No","Yes","Cable",21,"Yes","Yes","No","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal",59.85,3483.45,0,0,2484,5967.45,"Stayed","","","Junior","Adulto","Services with Improvements"
"9373-WSLOY","Male",80,"Yes",0,"Carlsbad",92008,1,33,"None","No",NA,"","Yes","DSL",4,"No","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",50,1750.85,0,0,0,1750.85,"Stayed","","","Junior","Anciano","Minimum Services"
"9375-MHRRS","Male",37,"No",0,"San Jose",95125,0,6,"Offer E","Yes",23.01,"No","Yes","DSL",13,"No","No","No","Yes","No","No","No","No","Month-to-Month","No","Credit Card",50.05,288.35,0,40,138.06,466.41,"Stayed","","","Junior","Adulto","Minimum Services"
"9378-FXTIZ","Female",50,"Yes",0,"San Diego",92119,1,54,"None","Yes",42.1,"Yes","Yes","DSL",12,"No","No","No","No","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",70.15,3715.65,0,0,2273.4,5989.05,"Churned","Dissatisfaction","Network reliability","Junior","Adulto","Services with Improvements"
"9381-NDKME","Female",74,"Yes",0,"El Monte",91731,1,24,"Offer C","No",NA,"","Yes","Cable",29,"No","No","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Credit Card",40.65,933.3,0,0,0,933.3,"Churned","Dissatisfaction","Limited range of services","Junior","Anciano","Minimum Services"
"9385-NXKDA","Female",53,"Yes",0,"Hesperia",92345,7,72,"Offer A","Yes",17.28,"Yes","Yes","DSL",11,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",82.65,5919.35,0,0,1244.16,7163.51,"Stayed","","","Junior","Adulto","Enhanced Services"
"9386-LDCZR","Male",19,"No",0,"San Ardo",93450,0,43,"Offer B","Yes",36.78,"No","Yes","Fiber Optic",59,"Yes","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card",90.65,3882.3,0,0,1581.54,5463.84,"Stayed","","","Junior","Joven","Enhanced Services"
"9388-ZEYVT","Male",63,"No",0,"Gardena",90247,0,43,"Offer B","No",NA,"","Yes","DSL",11,"No","No","Yes","Yes","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal",-6,1931.3,0,0,0,1931.3,"Stayed","","","Junior","Anciano",NA
"9389-ACWBI","Female",47,"Yes",2,"Richvale",95974,1,5,"None","Yes",1.38,"No","Yes","Fiber Optic",16,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",69.95,320.4,0,0,6.9,327.3,"Stayed","","","Junior","Adulto","Services with Improvements"
"9391-DXGGG","Female",70,"No",0,"Sacramento",95832,0,44,"Offer B","Yes",35.39,"No","Yes","Fiber Optic",19,"No","Yes","Yes","No","No","Yes","Yes","Yes","One Year","No","Credit Card",89.15,3990.75,0,0,1557.16,5547.91,"Stayed","","","Junior","Anciano","Enhanced Services"
"9391-EOYLI","Male",77,"Yes",0,"Lewiston",96052,1,12,"Offer D","Yes",6.97,"No","Yes","Fiber Optic",19,"No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80.45,950.2,0,0,83.64,1033.84,"Churned","Competitor","Competitor made better offer","Junior","Anciano","Enhanced Services"
"9391-LMANN","Male",38,"No",3,"Pico Rivera",90660,0,53,"Offer B","Yes",33.74,"No","Yes","Fiber Optic",56,"Yes","Yes","Yes","No","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal",95.95,5036.9,0,0,1788.22,6825.12,"Stayed","","","Junior","Adulto","All Included"
"9391-YZEJW","Female",42,"No",0,"Mountain View",94043,0,62,"Offer B","Yes",32.29,"Yes","Yes","Fiber Optic",26,"No","No","No","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",94,5757.2,0,0,2001.98,7759.18,"Stayed","","","Junior","Adulto","Enhanced Services"
"9396-ZSFLL","Female",64,"No",0,"Carpinteria",93013,0,15,"None","Yes",13.58,"Yes","Yes","DSL",19,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",48.85,631.4,32.09,0,203.7,803.01,"Stayed","","","Junior","Anciano","Minimum Services"
"9398-MMQTO","Male",41,"No",0,"Borrego Springs",92004,0,3,"None","Yes",34.8,"No","Yes","Fiber Optic",5,"No","Yes","No","No","No","No","No","No","Month-to-Month","No","Credit Card",74.45,221.1,0,70,104.4,395.5,"Joined","","","Junior","Adulto","Services with Improvements"
"9399-APLBT","Female",52,"Yes",0,"Rialto",92377,0,1,"None","Yes",21.91,"No","Yes","Fiber Optic",8,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.7,74.7,0,0,21.91,96.61,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Services with Improvements"
"9402-CXWPL","Female",25,"No",0,"Birds Landing",94512,0,70,"Offer A","Yes",8.39,"Yes","Yes","Fiber Optic",59,"No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",98.9,6838.6,0,0,587.3,7425.9,"Stayed","","","Junior","Joven","All Included"
"9402-ORRAH","Female",80,"No",0,"La Canada Flintridge",91011,0,15,"None","Yes",39.57,"No","Yes","Fiber Optic",16,"No","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal",91.5,1400.3,48.66,0,593.55,1945.19,"Stayed","","","Junior","Anciano","Enhanced Services"
"9402-ROUMJ","Female",52,"Yes",3,"La Habra",90631,10,67,"Offer A","Yes",3.04,"Yes","Yes","Fiber Optic",30,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",100.25,6689,0,0,203.68,6892.68,"Stayed","","","Junior","Adulto","All Included"
"9405-GPBBG","Female",42,"No",0,"Carmel By The Sea",93921,0,64,"None","Yes",5.68,"Yes","Yes","Fiber Optic",24,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Credit Card",110.5,7069.25,0,60,363.52,7492.77,"Stayed","","","Junior","Adulto","All Included"
"9408-HRXRK","Female",63,"Yes",1,"Annapolis",95412,9,45,"None","Yes",47.48,"Yes","Yes","Fiber Optic",20,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",105.15,4730.9,0,0,2136.6,6867.5,"Stayed","","","Junior","Anciano","All Included"
"9408-SSNVZ","Female",39,"No",2,"Stevenson Ranch",91381,0,4,"None","Yes",29.4,"No","Yes","Fiber Optic",17,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.15,268.35,21.69,0,117.6,364.26,"Churned","Other","Don't know","Junior","Adulto","Services with Improvements"
"9411-TPQQV","Female",31,"No",0,"Santa Barbara",93109,0,40,"Offer B","No",NA,"","Yes","DSL",28,"Yes","No","No","Yes","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal",54.55,2236.2,11.48,40,0,2264.72,"Stayed","","","Junior","Adulto","Minimum Services"
"9412-ARGBX","Female",47,"No",0,"Downey",90241,0,48,"None","Yes",29.54,"No","Yes","Fiber Optic",29,"No","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Credit Card",95.5,4627.85,0,0,1417.92,6045.77,"Churned","Competitor","Competitor made better offer","Junior","Adulto","All Included"
"9412-GHEEC","Male",55,"No",0,"Murrieta",92563,0,40,"None","Yes",35.58,"Yes","Yes","Fiber Optic",8,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",104.8,4131.95,0,0,1423.2,5555.15,"Churned","Competitor","Competitor had better devices","Junior","Adulto","All Included"
"9415-DPEWS","Female",47,"No",0,"Carmichael",95608,0,18,"None","Yes",12.67,"Yes","Yes","Fiber Optic",23,"No","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",88.35,1639.3,0,0,228.06,1867.36,"Churned","Competitor","Competitor offered more data","Junior","Adulto","Enhanced Services"
"9415-TPKRV","Female",62,"Yes",3,"Dos Rios",95429,1,8,"Offer E","Yes",12.41,"Yes","Yes","DSL",53,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",55.75,446.8,0,0,99.28,546.08,"Stayed","","","Junior","Anciano","Minimum Services"
"9415-ZNBSX","Female",30,"Yes",1,"Cool",95614,3,70,"None","Yes",33.24,"Yes","Yes","DSL",51,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",89,6293.2,0,0,2326.8,8620,"Stayed","","","Junior","Joven","Enhanced Services"
"9419-IPPBE","Female",21,"Yes",3,"Solana Beach",92075,4,51,"Offer B","Yes",19.9,"Yes","Yes","Fiber Optic",59,"No","No","Yes","No","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",90.15,4554.85,0,0,1014.9,5569.75,"Stayed","","","Junior","Joven","Enhanced Services"
"9420-LOJKX","Female",34,"No",1,"Los Angeles",90061,0,15,"None","Yes",3.96,"No","Yes","Fiber Optic",20,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",99.1,1426.4,0,0,59.4,1485.8,"Churned","Competitor","Competitor offered more data","Junior","Adulto","All Included"
"9430-FRQOC","Female",33,"No",0,"San Diego",92117,0,4,"None","Yes",32.46,"Yes","Yes","Fiber Optic",3,"No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",87.1,341.45,0,0,129.84,471.29,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"9432-RUVSL","Female",43,"No",0,"Kirkwood",95646,0,48,"Offer B","Yes",19.04,"No","Yes","Fiber Optic",21,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",102.5,4904.25,0,0,913.92,5818.17,"Stayed","","","Junior","Adulto","All Included"
"9432-VOFYX","Male",26,"No",0,"Delano",93215,0,17,"Offer D","Yes",35.88,"No","Yes","Fiber Optic",52,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.8,1207,0,0,609.96,1816.96,"Stayed","","","Junior","Joven","Services with Improvements"
"9435-JMLSX","Male",39,"Yes",0,"Monte Rio",95462,7,71,"Offer A","Yes",5.51,"No","Yes","Cable",6,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",86.1,6045.9,0,0,391.21,6437.11,"Stayed","","","Junior","Adulto","Enhanced Services"
"9436-ZBZCT","Male",40,"No",0,"Inglewood",90303,0,14,"Offer D","Yes",28.65,"Yes","Yes","Cable",27,"No","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.95,1178.4,0,0,401.1,1579.5,"Churned","Attitude","Attitude of support person","Junior","Adulto","Enhanced Services"
"9443-JUBUO","Male",24,"Yes",3,"Hoopa",95546,9,72,"Offer A","No",NA,"","Yes","DSL",51,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Credit Card",65.25,4478.85,0,80,0,4558.85,"Stayed","","","Junior","Joven","Services with Improvements"
"9444-JTXHZ","Male",53,"Yes",0,"Tulare",93274,1,1,"None","Yes",35.15,"No","Yes","Fiber Optic",14,"No","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",76.2,76.2,0,50,35.15,161.35,"Churned","Other","Don't know","Junior","Adulto","Services with Improvements"
"9445-SZLCH","Female",39,"Yes",0,"Santa Clara",95050,3,36,"None","Yes",24.51,"Yes","Yes","Fiber Optic",27,"No","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",97.35,3457.9,4.96,0,882.36,4335.3,"Churned","Dissatisfaction","Limited range of services","Junior","Adulto","All Included"
"9445-ZUEQE","Male",33,"Yes",1,"Buena Park",90621,1,27,"Offer C","Yes",48.17,"Yes","Yes","Fiber Optic",15,"No","Yes","No","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card",85.2,2151.6,0,30,1300.59,3482.19,"Stayed","","","Junior","Adulto","Enhanced Services"
"9448-REEVD","Male",21,"Yes",0,"Concord",94520,1,1,"None","Yes",32.08,"No","Yes","DSL",73,"No","No","No","No","No","No","Yes","Yes","Month-to-Month","No","Credit Card",44.7,44.7,0,0,32.08,76.78,"Churned","Other","Don't know","Junior","Joven","Minimum Services"
"9450-TRJUU","Male",52,"No",0,"Bakersfield",93306,0,35,"None","Yes",41.21,"Yes","Yes","Fiber Optic",6,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",83.15,2848.45,18.84,0,1442.35,4271.96,"Stayed","","","Junior","Adulto","Enhanced Services"
"9451-LPGOO","Male",22,"No",0,"Fallbrook",92028,0,7,"Offer E","Yes",30.61,"Yes","Yes","Fiber Optic",59,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",86.8,620.35,0,0,214.27,834.62,"Churned","Competitor","Competitor made better offer","Junior","Joven","Enhanced Services"
"9453-PATOS","Female",24,"Yes",0,"Gualala",95445,7,72,"Offer A","Yes",20.54,"No","Yes","Cable",41,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",85.1,6155.4,0,0,1478.88,7634.28,"Stayed","","","Junior","Joven","Enhanced Services"
"9462-MJUAW","Male",60,"No",0,"Berkeley",94708,0,4,"None","Yes",30.44,"Yes","Yes","Cable",10,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",50.4,206.6,0,0,121.76,328.36,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Minimum Services"
"9465-RWMXL","Male",62,"Yes",0,"San Diego",92126,1,32,"Offer C","Yes",22.57,"Yes","Yes","Fiber Optic",11,"No","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",78.9,2447.95,0,0,722.24,3170.19,"Churned","Competitor","Competitor made better offer","Junior","Anciano","Enhanced Services"
"9469-WEJBT","Male",56,"Yes",0,"Carnelian Bay",96140,4,37,"None","Yes",6.99,"No","Yes","Fiber Optic",22,"No","No","Yes","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal",90.35,3419.3,0,150,258.63,3827.93,"Stayed","","","Junior","Adulto","Enhanced Services"
"9470-RTWDV","Male",51,"Yes",3,"Tustin",92782,2,26,"Offer C","Yes",36.71,"Yes","Yes","DSL",57,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",82,2083.1,42.43,0,954.46,2995.13,"Stayed","","","Junior","Adulto","Enhanced Services"
"9470-XCCEM","Male",41,"Yes",3,"Torrance",90504,4,35,"None","Yes",48.08,"Yes","Yes","Fiber Optic",53,"No","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",89.65,3161.6,0,40,1682.8,4884.4,"Stayed","","","Junior","Adulto","Enhanced Services"
"9470-YFUYI","Male",69,"Yes",0,"Redway",95560,10,71,"None","Yes",11.35,"No","Yes","DSL",24,"Yes","Yes","No","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",71,5012.1,0,0,805.85,5817.95,"Stayed","","","Junior","Anciano","Services with Improvements"
"9473-CBZOP","Female",35,"No",0,"Avila Beach",93424,0,28,"None","Yes",33.05,"Yes","Yes","Cable",7,"Yes","No","Yes","No","No","No","No","Yes","One Year","No","Credit Card",59,1654.45,0,0,925.4,2579.85,"Stayed","","","Junior","Adulto","Services with Improvements"
"9474-PHLYD","Female",25,"No",0,"Sherman Oaks",91423,0,15,"Offer D","Yes",36.34,"No","Yes","DSL",48,"No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",59.45,892.65,0,0,545.1,1437.75,"Churned","Dissatisfaction","Network reliability","Junior","Joven","Services with Improvements"
"9475-NNDGC","Male",50,"Yes",0,"Etna",96027,8,71,"None","Yes",27.16,"Yes","Yes","Fiber Optic",3,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",113.15,7953.25,0,0,1928.36,9881.61,"Stayed","","","Junior","Adulto","All Included"
"9477-LGWQI","Male",28,"Yes",0,"Darwin",93522,10,70,"Offer A","Yes",24.08,"No","Yes","DSL",46,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",80.15,5600.15,0,0,1685.6,7285.75,"Stayed","","","Junior","Joven","Enhanced Services"
"9479-HYNYL","Female",48,"Yes",0,"La Jolla",92037,8,71,"None","Yes",43.61,"No","Yes","Cable",27,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",80.7,5705.05,0,0,3096.31,8801.36,"Stayed","","","Junior","Adulto","Enhanced Services"
"9480-BQJEI","Male",35,"No",0,"Sacramento",95837,0,62,"None","Yes",24.35,"Yes","Yes","Fiber Optic",16,"Yes","Yes","No","No","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",92.3,5731.45,0,0,1509.7,7241.15,"Stayed","","","Junior","Adulto","Enhanced Services"
